//EXTRASUNNY
//Midnight
138 167 255  255 216 117  227 172 100  -1  0  0  3 154 255  255 255 255  -1  -1  -1  -1  1  1800  73  119 120 120  105 105 105  10 65 69 125  0.2  0  0.61  2.88  122 121 113  0 0 0  0.855  1  1.065  0.82  1  0.96  16  128  1.46  256  0.11  77  14.75  5.345  6.67  11.5  13  30  0.46  0.0812499 0.399093 0.65  1 1 1  1 0.921569 0.921569  0.51 0.43795 0.43795  1  1  0.375  -1  -1  0.267 0.259634 0.259634  0  0  0.18  0  -1 0.005  14.5  0.677  0.235  -1  0.354  0.4  0.124  0  1.265  0 0 0  0.14  0.936275 0.834248 0.705015  0.164  1.3  0  0.685  0  24 25 26  0  0  -1  -1  0  0  130.75  -1  -1  0  0  1.61  0.8  1  1  1  0.75  2  1  1
//6PM
163 224 255  255 167 122  252 252 235  -1  0  0  114 146 217  255 255 255  -1  -1  -1  -1  1  1800  75.5  58 72 40  199 230 196  32 70 96 240  0.14  0.16  0.62  1.5  130 117 98  0 0 0  1  1  0.6  0.51  1  0.9  16  128  1.53  256  0.1  217  17  4.75  5  13  13  30  0.46  0.186275 0.497405 1  1 0.627451 0.769896  0.878893 0.588235 1  0.558824 0.558824 0.558824  1  1.45  0.57  -1  -1  0.367647 0.367647 0.367647  0.102  0  0.745  0.132  -1 0.08  13.5  0.667  0.255  -1  1.9  0.825  0.5  0  0.435  0.102 0.102 0.102  1.265  1 0.759804 0.759804  0  1.15  0  0.685  0  24 25 26  0  0  -1  -1  0  0.296  1000  -1  -1  0  0  1.56  1  1  1  1  0.7  2  1  1
//7PM
166 224 255  255 225 0  255 189 158  -1  0  0  255 140 140  255 255 255  -1  -1  -1  -1  1  1800  73  119 120 120  105 105 105  40 80 111 239  0.14  0.43  0.63  2.43  138 99 69  0 0 0  1  1  0.72  0.82  1  1.18  16  128  1.46  256  0.17  77  13  5.5  4.5  11.25  13  28  0.46  0 0.323529 1  1 0.529412 0  1 0.470588 0  1 0.882 0.588  1  1.02  0.965  -1  -1  0.49 0.447 0.447  0.396  0  0.887  0.132  -1 0.045  15.5  0.667  0.665  -1  1.05  0.335  0.124  0  1.265  0.8 0.8 0.8  0.14  1 0.858708 0.828431  0.164  1.15  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1.18  1  1  1  1  0.6  2  1  1
//8PM
166 224 255  255 225 0  255 189 158  -1  0  0  255 140 140  255 255 255  -1  -1  -1  -1  1  1800  73  119 120 120  105 105 105  29 71 101 239  0.14  0.43  0.63  2.43  138 97 69  0 0 0  0.87  1  0.72  0.82  1  1.18  16  128  1.46  256  0.17  77  13  5.5  4.5  11.25  13  26  0.46  0.0196078 0.365629 1  1 0.382352 0  1 0.411765 0  1 0.796569 0.593137  1  1.27  1.013  -1  -1  0.470588 0.308332 0.180235  0.195  0.906  0.87  0.132  -1 0.11  16.5  0.667  0.79  -1  0.6  0.4  0.124  0.01  1.265  0.8 0.8 0.8  0.14  1 0.735294 0.735294  0.164  0.95  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1.05  1  1  1  1  0.7  2  1  1
//9PM
166 224 255  255 225 0  255 189 158  -1  0  0  255 201 201  255 255 255  -1  -1  -1  -1  1  1800  73  119 120 120  105 105 105  21 72 124 239  0.58  0.43  0.63  2.43  138 93 69  0 0 0  0.93  1  0.72  0.82  1  1.18  16  128  3.66  256  0.17  77  5.895  2.25  2.25  4  13  25  0.46  0.237409 0.339463 0.931373  1 0.396626 0.240196  1 0.504037 0.156863  1 0.882 0.588  1  1.52  0.788  -1  -1  0.49 0.447 0.447  0.396  1.755  1.735  0.132  -1 0.085  13.5  0.667  0.73  -1  0.088  0.4  0.124  0  1.265  0.071 0.071 0.071  0.14  1 0.705882 0.757785  0.164  1.2  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1.05  0.8  1  1  1  0.7  2  1  1
//10PM
96 150 184  30 166 217  177 137 42  -1  0  0  0 102 255  0 0 0  -1  -1  -1  -1  1.2  1800  50.77  35 9 10  26 30 36  58 171 195 154  2.66  0.31  0.71  4.92  134 121 138  0 0 0  1  1  0.76  0.83  1  1.24  15.67  181.86  19.86  255.19  0  0  1.04  3.045  1.34  1.415  0  24  1.202  0.3875 0.464605 0.911765  0.652848 0.728426 0.804  0.804 0.76971 0.705471  0.361 0.31 0.31  1  2.626  0.955  -1  -1  0.377 0.376135 0.376135  0.308  1.073  1.03  0.132  -1 0.04  15.5  0.667  0.435  -1  1.8  0.675  0.124  0  1.265  0.415 0.415 0.415  0.063  0.886 0.799 0.799  0.624  1.35  0.32  0.18  0.029  24.962 25 26  0.114  1.057  -1  -1  0  0  1000  -1  -1  0  0  3.498  0.75  1  1  1  0.8  2  1  1

//SUNNY
//Midnight
133 145 179  144 148 180  241 201 255  -1  0  0  0 0 0  0 0 0  -1  -1  -1  -1  1  1800  50  35 9 10  26 30 36  0 28 59 150  1.67  0.1  0.98  1.2  143 125 151  5 5 5  1  10  0.73  0.7  2.49  1.35  15  348.75  20.23  256  0  0  2  1.35  3.05  3.05  0  24  1.203  0.107218 0.142004 0.22549  0.676471 0.470877 0.652283  0.651961 0.463403 0.596503  0.361 0.31 0.31  1  1.1  0.285  -1  -1  0.31 0.306 0.306  0.085  0  0.1  0.132  -1 0.04  8  0.667  0.125  -1  0.088  0.103  0.124  0  1.265  0.259 0.259 0.259  0.14  0.953 0.761 0.761  0.164  1.1  0.359  0.174  0.256  0 0 0  0  4  -1  -1  0  0  1000  -1  -1  0  0  3.24  0.8  1  1  1  0.9  2  1  1
//5AM
124 153 182  144 148 180  255 243 211  -1  0  0  13 13 13  0 0 0  -1  -1  -1  -1  1  1800  50  35 9 10  26 30 36  15 43 65 150  2.4  0.63  0.7  4.45  136 124 140  0 0 0  1  1  0.77  0.62  1  1.2  15  348.75  19.88  256  0  0  2  1.69  3.175  3.05  0  22  1.093  0.313738 0.282382 0.328734  0.401961 0.20098 0.378316  0.313725 0.150711 0.308931  0.361 0.31 0.31  1  0.95  0.37  -1  -1  0.31 0.306 0.306  0.085  0  0.155  0.132  -1 0.045  8  0.667  0.315  -1  0.088  0.05  0.124  0  1.265  0.259 0.259 0.259  0.14  0.431373 0.264321 0.323282  0.164  1.4  0.359  0.174  0.256  0 0 0  0  4  -1  -1  0  0  1000  -1  -1  0  0  2.775  0.8  1  1  1  0.9  2  1  1
//6AM
141 159 152  247 218 108  255 198 123  -1  0  0  191 200 160  250 0 0  -1  -1  -1  -1  1  1800  100  58 72 40  179 148 88  7 50 63 240  0.93  0  0.46  1.84  130 101 101  0 0 0  0.9  1  0.75  1  1  1.18  16  128  9.93  234.82  0.2  0  8.41  5.11  4.405  11  7.25  24  0.46  0.20098 0.459487 1  0.990196 0.888835 0.645569  1.024 0.915456 0.714752  0.361 0.31 0.31  1  2.263  1.01  -1  -1  0.478 0.478 0.478  1  0.085  0.06  0  -1 0.02  8  0.667  0.63  -1  0  0.4  0.124  0  1.265  0.8 0.8 0.8  0.14  0.965686 0.68375 0.610655  0.164  1.4  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1  1.4  1  1  1  0.8  2  1  1
//7AM
255 227 166  250 136 42  255 172 89  -1  0  0  255 140 140  255 255 255  -1  -1  -1  -1  1  1800  73  119 120 120  105 105 105  17 49 64 239  0.14  0  0.61  2.88  122 98 94  0 0 0  0.88  1  0.71  0.82  1  1.18  16  128  1.46  256  0.17  77  20.75  4  4.5  12.75  13  25  0.465  0.271146 0.472061 0.892157  0.871 0.656147 0.384  1 0.664792 0.240196  0.588 0.518615 0.345744  1  1.9  1.028  -1  -1  0.583333 0.423203 0.263072  0.195  0.19  0.09  0.025  -1 0.02  14  0.667  0.415  -1  0  0  0.124  0  1.265  0.553922 0.553922 0.553922  0.14  0.953 0.761 0.761  0.164  1.3  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1.385  1  1  1  1  0  2  1  1
//9AM
199 184 151  235 147 75  255 208 163  -1  0  0  51 111 255  255 255 255  -1  -1  -1  -1  1  1800  147.1  119 120 120  105 105 105  14 67 74 239  0.184  0  0.61  2.87  122 118 116  0 0 0  0.875  1  0.8  1  1  1.18  15.94  127.65  1.47  255.43  0.1  77  10.25  4  4  8  1.5  28  0.458  0.29902 0.608276 1  0.808824 0.883795 1  1 0.927737 0.794118  0.361 0.31 0.31  1  1.86  0.695  -1  -1  0.451 0.384274 0.328  0.18  0.435  0.23  0  -1 0.04  13.5  0.548  0.315  -1  0  0.4  0.124  0  1.265  0.637255 0.637255 0.637255  0.14  1 0.911765 0.823529  1  1.15  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1.565  0.8  1  1  1  0.725  2  1  1
//Midday
65 132 208  255 236 148  255 220 163  -1  0  0  51 150 255  255 255 255  -1  -1  -1  -1  1  1800  95.1  119 120 120  105 105 105  7 67 85 239  0.173  0  0.61  2.87  122 121 117  0 0 0  0.9  1  0.86  1  1  1.18  15.94  127.65  1.47  255.43  0.1  77  14.225  4.025  4.2  8  1.5  29  0.458  0.370026 0.516385 0.867647  0.382353 0.763841 1  0.460784 0.793829 1  0.361 0.31 0.31  1  2.35  0.971  -1  -1  0.561 0.514 0.471  0.396  0.08  0.04  0.175  -1 0.015  10.5  0.548  0.275  -1  0  0.65  0  0  1.265  0.89 0.89 0.89  0.14  1 0.958333 0.916667  1  1.5  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1.565  0.8  1  1  1  0.725  2  1  1
//6PM
255 219 166  119 144 247  250 239 207  -1  0  0  140 148 255  255 255 255  -1  -1  -1  -1  1  1800  73  119 120 120  105 105 105  25 62 78 239  0.14  0  0.61  2.88  125 96 90  0 0 0  1  1  0.78  0.82  1  1.18  16  128  1.46  256  0.17  77  20.75  4  6  14.5  13  26  0.46  0.186275 0.593138 1  1 0.557958 0.284314  1 0.740196 0.259804  0.616 0.549407 0.38349  1  1.75  0.79  -1  -1  0.392157 0.392157 0.392157  0.07  0.451  0.27  0.24  -1 0.065  16  0.53  0.8  -1  0  0.4  0.124  0  1.265  0.535 0.535 0.535  0.14  0.843 0.74303 0.681144  0  1.3  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1.235  1  1  1  1  0.75  2  1  1
//7PM
255 227 166  246 173 112  246 178 126  -1  0  0  255 140 140  255 255 255  -1  -1  -1  -1  1  1800  73  119 120 120  105 105 105  0 43 61 239  0.14  0.385  0.61  2.88  122 94 83  0 0 0  1  1  0.71  0.82  1  1.18  16  128  1.78  256  0.17  77  20.75  4  4.5  10  13  26  0.46  0.0735294 0.427768 1  1 0.688581 0.294118  1 0.616494 0.313725  1 0.882 0.588  1  1.45  2.008  -1  -1  0.499 0.450079 0.450079  0.02  0.821  0.385  0.17  -1 0.125  14  0.667  0.335  -1  0.3  0.4  0.124  0  1.265  0.8 0.8 0.8  0.14  1 0.847751 0.784314  0.164  1.15  0  0.685  0  24 25 26  0  0  -1  -1  0.01  0  1000  -1  -1  0  0  1.195  1.1  1  1  0.825  0.8  2  1  1
//8PM
255 213 166  250 140 42  255 156 156  -1  0  0  255 140 140  255 255 255  -1  -1  -1  -1  1  1800  73  119 120 120  105 105 105  24 57 88 239  0.21  0.4  0.61  2.88  122 100 94  0 0 0  0.875  1  0.71  0.82  1  1.18  16  128  2.56  256  0.17  77  15  2.25  2.5  10  13  25  0.46  0.323529 0.562284 1  1 0.35842 0.127451  1 0.422145 0.181373  0.558824 0.558824 0.558824  1  1.46  1.043  -1  -1  0.490196 0.347151 0.278739  0  0.781  0.372  0.21  -1 0.055  13  0.667  0.615  -1  0.25  0.4  0.124  0.18  1.265  0.661765 0.661765 0.661765  0.14  1 0.732411 0.686275  0.164  1.75  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1.67  0.95  1  1  0.825  0.8  2  1  1
//9PM
118 137 255  255 193 117  255 223 221  -1  0  0  139 111 129  255 45 0  -1  -1  -1  -1  1  1800  9  62 120 141  104 198 255  30 63 89 100  2.85  0.425  0.57  3.75  133 78 66  0 0 0  0.94  1  0.74  0.6  1  1  8  64  18.73  256  0.1  0  8.515  3.77  1.925  6.5  18  24  0.46  0.264706 0.502595 1  1 0.297578 0.176471  1 0.383651 0.161765  0.361 0.31 0.31  1  1.7  0.565  -1  -1  0.176562 0.241282 0.306  0.11  0.085  0.06  0.132  -1 0.01  16  0.667  0.355  -1  0.5  0.4  0.124  0.125  1.265  0.365 0.365 0.365  0.14  0.91 0.773 0.773  0.159  1.35  0.179  0.133  0  24 25 26  0  0  -1  -1  0.04  0  1000  -1  -1  0  0  1  0.7  1  1  1  0.825  2  1  1
//10PM
142 159 180  145 148 180  255 191 247  -1  0  0  0 0 0  0 0 0  -1  -1  -1  -1  1  1800  50  35 9 10  26 30 36  26 46 78 150  2.4  0.63  0.7  4.45  148 147 180  0 0 0  1  1  0.77  0.62  1  1.28  15  348.75  19.88  256  0  0  1.16  1.915  2.64  3.05  0  24  1.208  0.11534 0.164733 0.235294  0.808824 0.404412 0.68988  0.867647 0.433824 0.740052  0.361 0.31 0.31  1  1.455  0.325  -1  -1  0.31 0.306 0.306  0.065  0  0.17  0.132  -1 0.06  8  0.667  0.185  -1  0.088  0.113  0.124  0  1.265  0.259 0.259 0.259  0.14  0.239 0.196 0.196  0.164  1.2  0.359  0.174  0.256  0 0 0  0  4  -1  -1  0  0  1000  -1  -1  0  0  3.15  0.8  1  1  1  0.9  2  1  1

//SUNNY_WINDY
//Midnight
30 183 217  30 183 217  114 165 217  -1  0  92  0 255 168  0 0 0  -1  -1  -1  -1  0.6  1800  50  35 9 10  26 30 36  99 99 99 240  3.21  0.21  0.72  2.12  153 145 195  0 0 0  0.91  1  1  1  1  1.17  15.96  127.74  19.86  255.58  0  0  2.3  2.29  3.435  1.475  0  20  0.7  0.267 0.384 0.502  0.812 0.906 1  1 0.894 0.698  0.361 0.31 0.31  1  6.613  0.215  -1  -1  0.427 0.427 0.427  0.2  1.105  0  0.132  -1 2.025  19.5  0.667  0  -1  0.2  0.4  0.124  0  1.265  0.8 0.8 0.8  0  0.831 0.831 0.831  1  1.85  0.363  0  0.045  25.75 25 26  0.199  0.096  -1  -1  0  0  1000  -1  -1  0  0  3.625  0.75  1  1  1  0.825  2  1  1
//5AM
30 183 217  30 183 217  105 160 217  -1  0  87  5 255 168  0 0 0  -1  -1  -1  -1  0.6  1800  50  35 9 10  26 30 36  92 92 92 240  3.21  0.21  0.72  2.12  144 120 166  0 0 0  0.875  1  1  1  1  1.17  15.96  127.74  19.86  255.58  0  0  2.3  3.425  3.51  1.75  0  20  0.65  0.267 0.384 0.502  0.812 0.906 1  1 0.894 0.698  0.361 0.31 0.31  1  6.613  0.215  -1  -1  0.404 0.404 0.404  0.155  1.335  0  0.132  -1 2.01  16  0.667  0  -1  0.3  0.4  0.124  0  1.265  0.745098 0.745098 0.745098  0  0.831 0.831 0.831  1  1.1  0.363  0  0.045  25.75 25 26  0.199  0.096  -1  -1  0  0  1000  -1  -1  0  0  3.7  0.8  1  1  1  0.825  2  1  1
//6AM
255 227 166  250 136 42  255 189 42  -1  0  24  191 200 160  255 255 255  -1  -1  -1  -1  1  1800  73  119 120 120  105 105 105  20 61 78 239  0.19  0  0.5  1.45  120 99 99  0 0 0  0.815  1  0.81  0.82  1  1.18  16  128  1.46  256  0.17  77  9.38  5.33  5.255  8.25  13  21  0.46  0.343137 0.671569 1  0.871 0.486 0.486  1 0.777941 0.698  1 0.882 0.588  1  1.25  0.718  -1  -1  0.478 0.478 0.478  0.075  1.121  0  0.255  -1 2.08  14  0.667  0  -1  0.4  0.4  0.124  0  1.265  0.8 0.8 0.8  0.14  1 0.803922 0.803922  0.164  1.25  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1.05  1.05  1  1  1  0.75  2  1  1
//7AM
255 227 166  250 136 42  255 179 42  -1  0  24  255 199 83  255 255 255  -1  -1  -1  -1  1  1800  73  119 120 120  105 105 105  24 53 71 239  0.19  0.2  0.5  2.39  122 94 94  0 0 0  0.835  1  0.76  0.82  1  1.18  16  128  1.46  256  0.17  77  20.75  4  4  11.5  13  21  0.46  0.0833333 0.730392 1  0.871 0.553941 0.486  1 0.616493 0.313725  0.608 0.536256 0.357504  1  1.8  0.63  -1  -1  0.478 0.478 0.478  0.085  0.486  0  0.155  -1 2.145  12  0.667  0  -1  0.25  0.4  0.124  0  1.265  0.514 0.514 0.514  0.14  1 0.709344 0.588235  0  1.05  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1.05  0.85  1  1  1  0.775  2  1  1
//9AM
206 210 226  128 163 226  255 248 255  -1  0  0  155 209 255  255 255 255  -1  -1  -1  -1  1  1800  73  119 120 120  105 105 105  10 44 66 239  0.12  0  0.5  2.22  140 116 116  0 0 0  0.855  1  0.72  1  1  1.13  16  128  1.46  256  0.08  77  11  7.44  10.25  14.5  1  22  0.46  0.20098 0.60049 1  0.812 0.906 1  1 0.894 0.698  0.361 0.31 0.31  1  1.7  0.525  -1  -1  0.478 0.478 0.478  0.115  1.155  0  0.135  -1 2.032  18  0.667  0  -1  0.35  0.4  0.124  0  1.265  0.8 0.8 0.8  0.14  0.953 0.761 0.761  0.164  1.5  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1  1.2  1  1  1  0.7  2  1  1
//Midday
250 253 255  117 172 255  146 186 224  -1  0  0  112 179 255  255 255 255  -1  -1  -1  -1  1  1800  73  119 120 120  105 105 105  0 44 60 239  0.2  0.305  0.5  2.46  172 140 140  0 0 0  0.985  1  0.82  1  1  0.85  16  128  1.46  256  0.18  77  12  4.25  10.25  10  13  24  0.462  0.27278 0.557977 0.843137  0.812 0.906 1  1 0.894 0.698  0.361 0.31 0.31  1  2.1  0.335  -1  -1  0.421569 0.421569 0.421569  0.105  0.54  0  0.132  -1 2.855  16.5  0.667  0  -1  0  0.4  0.124  0  1.265  0.622549 0.622549 0.622549  0.14  0.953 0.761 0.761  0.164  1.8  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1  0.75  1  1  1  0.75  2  1  1
//6PM
255 204 204  117 172 255  146 186 224  -1  0  20  112 179 255  255 255 255  -1  -1  -1  -1  1  1800  73  119 120 120  105 105 105  0 40 60 239  0.2  0.22  0.5  4.55  138 106 106  0 0 0  0.895  1  0.82  1  1  0.85  16  128  1.46  256  0.18  77  12  4.25  10.25  10  13  24  0.462  0.45098 0.72549 1  0.812 0.906 1  1 0.894 0.698  0.361 0.31 0.31  1  2.2  0.345  -1  -1  0.478 0.478 0.478  0.09  0.55  0  0.39  -1 2.285  19.5  0.667  0  -1  0.25  0.4  0.124  0  1.265  0.8 0.8 0.8  0.14  0.953 0.806176 0.761  0.164  1.5  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1  0.8  1  1  1  0.75  2  1  1
//7PM
250 253 255  117 172 255  255 142 28  -1  0  0  155 209 255  255 255 255  -1  -1  -1  -1  1  1800  73  119 120 120  105 105 105  32 68 87 239  0.69  0.22  0.5  5.03  138 106 106  0 0 0  0.915  1  0.87  0.85  1  0.85  16  128  4.53  256  0.08  77  11.5  4.5  5.5  7  13  24  0.46  0.678 0.839 1  0.812 0.906 1  1 0.894 0.698  0.361 0.31 0.31  1  6.613  0.215  -1  -1  0.478 0.478 0.478  0.1  0.365  0  0.132  -1 2.105  18.5  0.667  0  -1  0.25  0.4  0.124  0  1.265  0.8 0.8 0.8  0.14  1 0.784314 0.784314  0.164  1.65  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1.505  0.6  1  1  1  0.725  2  1  1
//8PM
118 137 255  255 193 117  250 125 117  -1  0  1  107 107 107  255 45 0  -1  -1  -1  -1  1  1800  9  62 120 141  104 198 255  20 44 66 238  3.7  0.6  0.57  6.65  133 108 126  0 0 0  0.91  1  0.74  0.67  1  1  8  64  18.73  256  0.1  0  2.75  4.5  2.5  4.5  18  23  0.46  0.215686 0.607844 1  0.882353 0.860218 0.75692  1 0.894 0.698  0.361 0.31 0.31  1  1.45  0.465  -1  -1  0.478 0.478 0.478  0.123  0.335  0  0.132  -1 1.995  19  0.667  0  -1  0.3  0.4  0.124  0  1.265  0.8 0.8 0.8  0.14  1 0.817618 0.730392  0.159  1.7  0.179  0.133  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  1.825  0.5  1  1  1  0.8  2  1  1
//9PM
118 137 255  255 193 117  142 143 85  -1  0  0  118 139 111  255 45 0  -1  -1  -1  -1  1  1800  9  62 120 141  104 198 255  16 34 54 238  3.7  0.6  0.57  6.65  131 103 133  0 0 0  0.88  1  0.74  0.67  1  1  8  64  18.73  256  0.1  0  2.75  4.5  2.5  2.115  18  22  0.46  0.14649 0.363589 0.482  0.812 0.906 1  1 0.894 0.698  0.726 0.623435 0.623435  1  1.6  0.65  -1  -1  0.399 0.399 0.399  0  0.65  0  0.295  -1 2.09  18.5  0.667  0  -1  0.65  0.4  0.124  0  1.265  0.52 0.52 0.52  0.14  1 0.72549 0.72549  0.159  1.7  0.179  0.133  0  24 25 26  0  0  -1  -1  0.04  0  1000  -1  -1  0  0  2  0.5  1  1  1  0.8  2  1  1
//10PM
30 183 217  30 183 217  125 198 255  -1  0  93  142 207 148  0 0 0  -1  -1  -1  -1  0.6  1800  50  35 9 10  26 30 36  26 80 134 240  3.21  0.21  0.72  3.27  174 149 184  0 0 0  0.91  1  1  1  1  1.14  15.96  127.74  19.86  255.58  0  0  1.165  2.615  2.24  1.585  0  20  0.74  0.267 0.384 0.502  0.812 0.906 1  1 0.894 0.698  0.361 0.31 0.31  1  6.613  0.215  -1  -1  0.392 0.392 0.392  0.085  0.975  0  0.132  -1 2.095  17.5  0.667  0  -1  0.188  0.4  0.124  0  1.265  0.8 0.8 0.8  0  0.831 0.831 0.831  1  1.4  0.363  0  0  25.75 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  4.017  0.65  1  1  1  0.925  2  1  1

//CLOUDY
//Midnight
30 183 217  30 183 217  219 219 217  -1  0  43  0 225 255  0 0 0  -1  -1  -1  -1  0.7  1800  50  35 9 10  26 30 36  5 10 15 240  1.96  0.09  0.63  2.97  237 166 235  0 0 0  0.625  1  0.8  0.62  1  1.25  16  128  19.88  256  0  0  1.5  1.75  2.25  1.1  0  15  0.425  0.149 0.886 1  0.812 0.906 1  1 0.894 0.698  0.361 0.31 0.31  1  6.613  0.215  -1  -1  0.478 0.478 0.478  0.368  0.513  0  0.132  -1 0.757  8  0.677  0.79  -1  0.088  0.4  0.124  0.635  1.265  0.8 0.8 0.8  0  0.522 0.514 0.482  0.554  6  0.363  0  0  25.75 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0  4  0.85  1  1  1  0.95  1  1  1
//5AM
