cognoscenti,	36,36,27
comet,		0,0,63, 1,1,12, 33,33,27 46,46,127, 6,6,8, 49,49,59, 127,127,123, 62,62,63, 22,22,64, 56,56,59,
coquette, 	0,0,50, 1,1,8, 11,11,92, 13,13,98, 33,33,89, 34,34,27, 49,49,53, 53,53,58, 57,57,60, 113,35,113, 74,74,63, 80,80,84, 2,2,63, 21,21,72, 22,22,72, 13,13,91, 19,19,93,
df8, 		0,0,113,
dukes, 		113,113,113,
dilettante,	0,0,88, 0,1,87, 1,1,2, 1,1,90, 1,4,8, 12,1,87, 23,23,90, 28,28,89, 31,9,32, 35,0,28, 39,39,28, 46,46,28, 49,49,118, 52,4,118, 53,53,50, 62,89,65, 66,1,71, 89,1,50, 36,4,90, 77,48,118, 16,16,19, 9,9,91, 15,0,93, 128,132,94
e109, 		56,56,59, 0,0,0,   20,20,8, 11,11,12, 7,1,12, 1,0,8, 47,47,43, 49,40,43, 57,60,51, 65,64,63, 70,73,75, 85,85,58, 95,94,95, 102,90,106, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93,
emperor, 	1,0,3, 0,0,3, 7,0,7, 10,0,10, 11,1,11, 16,1,16, 21,2,21, 31,31,31, 48,38,48, 55,1,55, 57,10,57, 61,16,61, 68,102,68, 78,108,79, 95,102,95,
emperor2, 	113,1,112, 113,28,112, 113,31,112, 113,50,112, 113,58,112, 92,64,112, 92,85,112, 93,112,112,
esperanto, 	20,20,18, 16,16,15, 7,7,15, 1,1,8, 26,26,8, 34,34,33, 40,40,39, 50,50,51, 52,52,51, 57,57,57, 65,65,68, 82,82,80, 97,97,97, 111,111,110, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93,
fxt, 		113,113,113	
faction, 	0,0,8, 2,0,4, 6,0,4, 8,1,8, 11,1,8, 25,6,8, 42,42,34, 47,47,34, 52,0,52, 57,1,57, 61,1,61, 69,69,63, 76,76,63, 78,78,65, 86,86,68, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
faggio,		31,31,29, 62,62,59, 13,13,1, 11,11,5, 0,0,8, 7,7,8, 33,33,33, 43,43,30, 48,48,48, 54,54,57, 56,56,50, 67,67,65,
fbi,		0,0,8,
feltzer, 	24,27,20, 114,67,37, 28,5,54, 125,135,37, 4,83,134,
feroci, 	29,80,29, 131,89,105, 81,113,29, 27,0,90, 74,132,7,
feroci2,	113,113,113	
firetruk, 	113,28,113,
flatbed, 	1,1,8, 6,6,8, 11,11,12, 12,12,12, 31,31,31, 40,40,40, 52,53,53, 54,54,54, 56,56,56, 70,70,70, 73,73,73, 77,77,76,
fortune,	0,0,0,  70,70,68, 72,72,72, 0,0,12, 3,3,12, 4,4,12, 6,6,12, 7,7,12, 10,10,12, 11,11,12, 19,19,12, 21,21,12, 34,34,34, 53,53,53, 95,95,95, 102,102,102, 66,66,66, 
forklift,	89,28,89, 89,74,89, 90,74,89,
hakumai, 	0,0,50, 3,3,2, 7,7,5, 13,13,13, 34,34,30, 33,33,29, 0,0,96, 40,40,41, 57,57,55, 70,70,71, 72,72,73, 77,77,75, 88,88,50, 104,104,107, 121,121,123
habanero,	0,0,56, 1,1,11, 3,3,11, 14,14,11, 19,19,14, 42,42,30, 45,45,27, 57,57,126, 54,54,50, 52,52,83, 70,70,80, 82,82,63, 85,85,63, 90,90,91, 94,94,94, 104,104,106, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
hellfury,	27,89,112,
ingot, 		0,0,33, 0,0,0,   7,7,8, 10,10,8, 23,23,8, 57,57,56, 62,62,62, 66,66,66, 72,72,72, 78,78,78, 95,95,95, 104,104,104, 107,107,107, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93,
intruder, 	19,19,19, 16,16,16, 38,38,38, 50,50,50, 57,57,57, 72,72,72, 77,77,77, 88,88,88, 94,94,94, 97,97,97, 102,102,102, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
infernus,	0,0,63, 0,0,59, 33,33,27 46,46,127, 6,6,8, 49,49,59, 59,59,127, 88,88,124, 62,62,63, 22,22,64,
apc,		1,1,1,
buzzard,	0,0,8
#
landstalker, 	0,0,95,   0,0,4, 1,1,9, 6,6,63, 40,40,27, 57,57,51, 64,64,63, 85,85,118, 88,88,87, 98,98,91, 104,104,103, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93,
#
lokus, 		0,0,8, 1,1,12, 7,7,12, 20,20,12, 45,45,31, 40,40,32, 49,49,49, 52,52,56, 62,62,65, 70,70,63, 71,71,65, 77,77,71, 104,104,103, 106,106,103, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93,
jetmax,		0,119,113, 25,30,113, 25,0,113, 33,0,113, 23,56,113, 71,69,113, 91,117,113, 115,132,113, 1,113,113, 25,81,113,
dinghy,		0,119,113, 25,30,113, 25,0,113, 33,0,113, 23,56,113, 71,69,113, 91,117,113, 115,132,113, 1,113,113, 25,81,113,
manana, 	0,0,12, 1,1,12, 3,3,12, 6,6,12, 7,7,12, 10,10,12, 16,16,12, 31,31,31, 41,41,41, 57,57,57, 62,62,62, 67,67,67, 86,86,86, 88,88,88, 95,95,95,
maverick,	113,0,113, 113,7,113, 113,28,113, 113,49,113, 113,57,113, 113,69,113, 113,76,113,
marbella, 	0,0,0,  70,70,68, 72,72,72, 0,0,12, 3,3,12, 4,4,12, 6,6,12, 7,7,12, 10,10,12, 11,11,12, 19,19,12, 21,21,12, 34,34,34, 53,53,53, 95,95,95, 102,102,102, 66,66,66,
marquis,	113,113,113
merit, 		63,63,40, 68,68,95, 76,76,96, 36,36,80, 29,29,78, 98,98,74, 70,70,0, 107,107,48, 4,4,116, 112,112,112, 0,0,0,
minivan, 	9,9,9, 11,11,11, 1,1,2, 13,13,13, 23,23,3, 68,68,68, 31,31,31, 36,36,36, 41,41,41, 48,48,48, 55,55,55, 57,57,57, 64,64,64, 71,71,71, 77,77,77, 90,90,90, 104,104,104, 106,106,104, 0,0,1, 4,4,4,
mrtasty, 	113,66,113,
moonbeam,	102,104,104, 103,102,103, 108,109,108, 11,102,12, 10,1,12, 1,7,12, 20,17,12, 31,33,27, 40,41,30, 52,53,51, 60,57,53, 67,64,63, 77,73,68, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
mule, 		112,2,113, 116,1,115,
nrg900,		51,56,127, 0,0,29, 0,0,101, 0,1,4, 34,34,31, 85,85,84, 89,0,90, 59,1,59, 82,85,85, 0,7,1, 4,1,1, 29,1,1, 0,4,4,
noose,		112,112,112,
nstockade,	56,112,112
oracle,		0,0,3, 0,0,0,   0,0,103, 3,3,103, 1,1,79, 3,3,73, 4,4,82, 6,6,84, 11,11,86, 16,16,92, 23,23,25, 34,34,28, 36,36,27, 47,47,91, 52,52,53, 53,53,51, 64,64,65, 69,69,63, 70,70,64, 73,73,58, 76,76,58, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93,
packer, 	76,113,113, 64,79,79, 56,58,59, 1,1,2, 8,31,8, 1,78,8,
pcj,		0,0,1, 33,127,90, 0,35,1, 85,1,83, 28,0,1, 16,11,5, 1,0,5, 51,0,91, 33,35,33, 48,0,48, 131,1,90, 56,0,50, 67,67,65, 0,127,90, 35,112,1, 5,112,1, 89,0,1,
phantom, 	0,0,12, 26,26,12, 34,34,34, 33,33,34, 38,38,34, 62,62,56, 60,60,56, 77,77,75, 90,90,75, 85,85,75, 
patriot, 	57,57,112, 93,93,112, 95,95,112, 96,96,112, 98,98,112,
perennial,	0,0,12, 3,3,12, 2,2,12, 7,7,18, 9,9,18, 31,31,27, 39,39,29, 50,50,48, 52,52,51, 53,53,50, 77,77,63, 82,82,58, 102,102,92, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
perennial2,	113,113,113,
peyote, 	8,82,119, 44,77,71, 132,64,39, 76,86,13, 18,115,5,
pinnacle, 	0,1,75, 0,6,0,   0,133,12, 4,133,12, 6,97,12, 10,133,12, 21,133,12, 23,133,12, 25,133,12, 33,133,35, 34,97,34, 47,133,35, 49,133,63, 52,133,56, 54,133,55, 65,133,63, 67,133,118, 70,133,65, 98,133,90, 16,133,76, 9,1,91, 15,133,93, 19,1,93, 13,133,80,
pmp600, 	115,31,48, 96,106,71, 113,89,0, 13,100,39, 18,73,5, 24,103,68, 108,78,7, 93,49,106,
police, 	112,56,112,
police2, 	112,56,112,
polpatriot, 	56,112,112,
polmav,		112,56,112,
pony, 		11,11,12, 13,13,12, 20,20,12, 23,23,12, 31,31,12, 56,56,12, 77,77,12, 95,95,12, 41,41,41, 48,48,48, 64,64,64,
predator,	112,113,113,
primo,    	0,1,75, 0,6,0,   0,133,12, 4,133,12, 6,97,12, 10,133,12, 21,133,12, 23,133,12, 25,133,12, 33,133,35, 34,97,34, 47,133,35, 49,133,63, 52,133,56, 54,133,55, 65,133,63, 67,133,118, 70,133,65, 98,133,90, 16,133,76, 9,1,91, 15,133,93, 19,1,93, 13,133,80,
premier, 	0,0,56, 1,1,11, 3,3,11, 14,14,11, 19,19,14, 42,42,30, 45,45,27, 57,57,126, 54,54,50, 52,52,83, 70,70,80, 82,82,63, 85,85,63, 90,90,91, 94,94,94, 104,104,106, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
pres, 		11,11,12, 1,11,5, 5,5,5, 34,34,32, 53,53,54, 54,54,55, 57,57,57, 69,69,67, 76,76,67, 95,95,95, 102,102,103, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
pstockade,	112,112,112,
rancher, 	0,0,2, 0,4,8, 0,3,3, 1,24,75, 11,5,6, 23,24,75, 30,30,39, 31,36,72, 48,49,48, 52,55,61, 57,61,61, 71,73,85, 76,73,85, 77,5,85, 102,90,80, 106,90,80, 109,110,80,
reefer,		113,113,113,
rio,		113,113,113,
rebla,		0,0,3, 0,0,0,   0,0,103, 3,3,103, 1,1,79, 3,3,73, 4,4,82, 6,6,84, 11,11,86, 16,16,92, 23,23,25, 34,34,28, 36,36,27, 47,47,91, 52,52,53, 53,53,51, 64,64,65, 69,69,63, 70,70,64, 73,73,58, 76,76,58, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93,
rcbaron,    134,36,0,32, 134,54,0,57, 134,72,0,75, 30,2,1,7 134,0,0,36, 134,125,0,101, 113,132,0,126, 119,86,0,89,
ripley,		76,113,113, 64,79,79, 56,58,59, 1,1,2, 8,31,8, 1,78,8,
romero,		112,112,112,
rom, 		112,112,112,
ruiner,     46,37,0, 0,112,34, 62,121,113, 38,113,42, 128,25,31, 28,38,128, 12,125,56, 118,131,109, 135,32,101, 0,134,114, 18,84,20, 106,18,112, 118,35,32, 89,113,16, 29,29,32, 
sabre, 		3,1,8, 4,1,8, 11,11,12, 20,1,12, 22,6,12, 31,34,31, 34,34,34, 39,39,39, 49,49,50, 52,52,50, 57,52,50, 68,64,63, 69,69,63, 72,72,72, 95,1,90, 98,98,98, 
sabre2, 	8,8,8, 12,12,12, 25,25,0, 73,73,0, 90,90,0, 116,116,0, 122,122,0,
sabregt, 	112,112,112,
sanchez,	89,0,89, 35,4,127, 13,0,1, 11,4,5, 0,4,2, 0,89,2, 7,0,8, 33,4,33, 43,4,30, 74,89,74, 48,0,48, 59,4,90, 56,4,50, 67,4,65, 
schafter, 	1,0,3, 0,0,3, 7,0,7, 10,0,10, 11,1,11, 16,1,16, 21,2,21, 31,31,31, 48,38,48, 55,1,55, 57,10,57, 61,16,61, 68,102,68, 78,108,79, 95,102,95,
sentinel, 	0,1,50, 0,1,1, 0,133,1, 7,1,12, 12,1,12, 19,133,19, 34,1,45, 31,133,30, 38,133,34, 52,133,56, 68,133,103, 71,133,103, 77,133,77, 85,133,77, 106,103,90, 
speedo,		113,113,113,
stalion, 	0,0,1, 0,0,124, 33,0,28, 34,0,35, 38,0,44, 49,0,66, 53,0,51, 56,0,51, 58,0,106, 59,0,51, 62,0,71, 64,0,71, 69,0,74, 74,0,74, 76,0,74, 84,0,74, 106,0,106, 21,0,75, 16,0,93
steed,		9,9,9, 11,11,11, 1,1,2, 13,13,13, 23,23,3, 68,68,68, 31,31,31, 36,36,36, 41,41,41, 48,48,48, 55,55,55, 57,57,57, 64,64,64, 71,71,71, 77,77,77, 90,90,90, 104,104,104, 106,106,104, 0,0,1, 4,4,4,
stockade, 	113,59,113
solair,		0,0,33, 0,0,0,   7,7,8, 10,10,8, 23,23,8, 57,57,56, 62,62,62, 66,66,66, 72,72,72, 78,78,78, 95,95,95, 104,104,104, 107,107,107, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93,
stratum, 	0,6,0,   0,112,12, 4,112,12, 6,97,12, 10,112,12, 21,112,12, 23,112,12, 25,112,12, 33,112,35, 34,97,34, 47,112,35, 49,112,63, 52,112,56, 54,112,55, 65,112,63, 67,112,118, 70,112,65, 98,112,90, 
stretch, 	0,0,8, 1,1,12, 113,113,113, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80, 0,0,1,
sultan,    	0,0,1, 0,0,124, 33,0,28, 34,0,35, 38,0,44, 49,0,66, 53,0,51, 56,0,51, 58,0,106, 59,0,51, 62,0,71, 64,0,71, 69,0,74, 74,0,74, 76,0,74, 84,0,74, 106,0,106, 21,0,75, 16,0,93
subway_lo, 	10,10,73,
subway_hi, 	10,10,73,
supergt,	0,0,50, 3,3,2, 7,7,5, 13,13,13, 34,34,30, 33,33,29, 0,0,96, 40,40,41, 57,57,55, 70,70,71, 72,72,73, 77,77,75, 88,88,50, 104,104,107, 121,121,123
squalo,		25,32,113, 25,69,113, 25,83,113, 25,56,113, 51,56,113, 8,0,113, 127,27,113, 0,25,113, 0,33,113, 25,106,113,
taxi, 		127,127,1
taxi2,		127,127,1
tourmav,	113,113,113,
trash, 		113,113,113,
tropic,		113,25,113, 113,23,113, 113,16,113, 113,118,113,, 113,105,113,
tuga,		113,113,113,
vc_dinghy, 	64,60,113, 66,54,113, 68,1,113, 78,60,113, 88,54,113, 93,1,113, 1,60,113,
turismo, 	0,0,1, 35,35,127, 1,1,3, 17,17,34, 21,21,21, 31,31,33, 38,38,30, 52,52,50, 69,69,63, 72,72,63, 81,81,63, 89,89,89, 95,95,90,
uranus,		0,0,1, 3,0,1, 4,4,1, 10,10,92, 16,0,1, 31,0,1, 31,31,33, 34,0,1, 36,10,37, 36,36,1, 49,49,75, 52,0,1, 56,56,57, 55,0,1, 62,55,1, 64,0,1, 68,0,72, 72,0,2, 95,0,1, 103,104,1, 106,0,1, 109,109,1, 1,109,1,
vcnmav,		74,113,113,
voodoo,		129,129,113, 40,40,113, 41,41,113
vigero, 	9,9,1, 13,13,1, 17,17,1, 25,25,1, 30,30,1, 37,37,1, 40,40,1, 54,54,1, 57,57,1, 65,65,1,
vigero2, 	11,11,12, 13,13,12, 20,20,12, 23,23,12, 31,31,12, 56,56,12, 77,77,12, 95,95,12, 41,41,41, 48,48,48, 64,64,64,
vincent, 	0,0,12, 1,1,12, 3,3,12, 6,6,12, 7,7,12, 10,10,12, 16,16,12, 31,31,31, 41,41,41, 57,57,57, 62,62,62, 67,67,67, 86,86,86, 88,88,88, 95,95,95,
virgo, 		4,4,1, 9,9,1, 16,16,1, 19,19,1, 28,28,1, 30,30,1, 37,37,1, 36,36,1, 46,46,1, 54,54,1,
willard,	115,31,48, 96,106,71, 113,89,0, 13,100,39, 18,73,5, 24,103,68, 108,78,7, 93,49,106,
washington,	0,0,12, 4,4,12, 6,6,12, 10,10,12, 21,21,12, 23,23,12, 25,25,12, 33,33,35, 37,37,32, 49,49,63, 52,52,56, 54,54,55, 65,65,63, 67,67,118, 70,70,65, 98,98,90, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
yankee, 	15,112,1, 26,78,1,
zombieb,	113,113,113,



end

car4
futo,           32,0,30,1, 0,0,8,133, 0,3,12,133, 3,3,8,133, 4,0,0,1, 13,1,8,133, 34,0,30,90, 36,36,30,1, 40,40,40,133, 52,52,50,133, 54,52,2,133, 62,61,62,133, 68,0,2,133, 79,79,79,133, 85,85,2,90, 86,1,86,133, 87,0,2,133, 98,1,98,133, 108,106,2,133,  
huntley,	0,59,113,90, 0,0,103,0, 1,1,79,1, 3,3,103,3, 4,4,82,4, 6,6,84,6, 11,11,86,11, 16,16,92,16, 23,23,25,23, 34,34,28,34, 36,36,27,36, 47,47,91,47, 52,52,53,52, 53,53,51,53, 64,64,65,64, 69,69,63,69, 70,70,64,70, 0,0,12,32, 73,73,58,73, 76,76,58,76, 
sultanrs, 	0,2,1,0, 0,0,1,0, 1,0,2,0, 5,0,1,5, 12,0,1,0, 21,74,112,21, 29,0,30,0, 33,112,34,33, 69,0,59,69, 69,90,56,69, 83,0,59,83, 85,2,88,85 89,0,89,0, 102,0,101,0, 124,0,124,124, 126,0,126,0,
end

